Date,Price,Open,High,Low,Vol.,Change %
18/12/2023,11.3515,11.4042,11.4704,11.3134,,-0.26%
19/12/2023,11.2705,11.3386,11.3878,11.2631,,-0.71%
20/12/2023,11.3181,11.2732,11.3441,11.2482,,0.42%
21/12/2023,11.295,11.3233,11.362,11.2592,,-0.20%
22/12/2023,11.2016,11.2916,11.3359,11.1609,,-0.83%
25/12/2023,11.1333,11.2299,11.2978,11.1256,,-0.61%
26/12/2023,11.2039,11.2617,11.3285,11.166,,0.63%
27/12/2023,11.2125,11.2172,11.283,11.1704,,0.08%
28/12/2023,11.2765,11.2227,11.3191,11.1861,,0.57%
29/12/2023,11.1851,11.2799,11.2947,11.1804,,-0.81%
01/01/2024,11.1875,11.2116,11.2621,11.1919,,0.02%
02/01/2024,11.3148,11.2255,11.341,11.1896,,1.14%
03/01/2024,11.2843,11.335,11.3691,11.1806,,-0.27%
04/01/2024,11.2683,11.3259,11.3572,11.2385,,-0.14%
